Candidate_ID,Full_Name,Gender,Demographic_Cohort,Requisition_ID,Applied_Date,Source_Channel,Current_Stage,Disposition_Reason,Resume_Screen_Score,Phone_Screen_Score,Work_Sample_Score,Structured_Interview_Score,Job_Knowledge_Score,Composite_Score,Subjective_Impression_Score,Bias_Variance_Gap,Offer_Extended,Offer_Accepted,Hired_Date
CAND-2026-3461,Synthetic Candidate 3461,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Skills Academy,Interview Complete,Composite below requisition threshold,4.10,3.90,3.40,3.53,4.20,3.61,3.71,0.10,No,No,
CAND-2026-3462,Synthetic Candidate 3462,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Direct Career Portal,Interview Complete,Composite below requisition threshold,3.40,3.40,3.90,3.70,3.70,3.78,3.78,0.00,No,No,
CAND-2026-3463,Synthetic Candidate 3463,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Regional Hiring Drive,Interview Complete,Composite below requisition threshold,4.10,4.50,3.30,3.60,3.20,3.40,3.30,-0.10,No,No,
CAND-2026-3464,Synthetic Candidate 3464,Female,Focal Group,REQ-2026-SCM-G2,2026-02-11,Employee Referral,Interview Complete,Composite below requisition threshold,3.40,4.00,3.80,3.78,3.90,3.81,3.61,-0.20,No,No,
CAND-2026-3465,Synthetic Candidate 3465,Female,Focal Group,REQ-2026-SCM-G2,2026-02-05,LinkedIn Recruiter,Interview Complete,Composite below requisition threshold,4.10,3.50,3.20,3.40,3.40,3.32,3.02,-0.30,No,No,
CAND-2026-3466,Synthetic Candidate 3466,Male,Reference Group,REQ-2026-SCM-G2,2026-02-12,Skills Academy,Interview Complete,Composite below requisition threshold,3.40,4.60,3.70,3.58,4.10,3.73,4.23,0.50,No,No,
CAND-2026-3467,Synthetic Candidate 3467,Male,Reference Group,REQ-2026-SCM-G2,2026-02-06,Direct Career Portal,Interview Complete,Composite below requisition threshold,4.10,4.10,4.20,3.75,3.60,3.90,4.30,0.40,No,No,
CAND-2026-3468,Synthetic Candidate 3468,Male,Reference Group,REQ-2026-SCM-G2,2026-02-13,Regional Hiring Drive,Interview Complete,Composite below requisition threshold,3.40,3.60,3.60,3.65,3.10,3.52,3.82,0.30,No,No,
CAND-2026-3469,Synthetic Candidate 3469,Female,Focal Group,REQ-2026-SCM-G2,2026-02-07,Employee Referral,Interview Complete,Composite below requisition threshold,4.10,4.70,4.10,3.83,3.80,3.93,4.13,0.20,No,No,
CAND-2026-3470,Synthetic Candidate 3470,Female,Focal Group,REQ-2026-SCM-G2,2026-02-14,LinkedIn Recruiter,Interview Complete,Composite below requisition threshold,3.40,4.20,3.50,3.48,3.30,3.45,3.55,0.10,No,No,
CAND-2026-3471,Synthetic Candidate 3471,Male,Reference Group,REQ-2026-SCM-G2,2026-02-08,Skills Academy,Interview Complete,Composite below requisition threshold,4.10,3.70,4.00,3.63,4.00,3.85,3.85,0.00,No,No,
CAND-2026-3472,Synthetic Candidate 3472,Male,Reference Group,REQ-2026-SCM-G2,2026-02-15,Direct Career Portal,Interview Complete,Composite below requisition threshold,3.40,3.20,3.40,3.53,3.50,3.47,3.37,-0.10,No,No,
CAND-2026-3473,Synthetic Candidate 3473,Male,Reference Group,REQ-2026-SCM-G2,2026-02-09,Regional Hiring Drive,Interview Complete,Composite below requisition threshold,4.10,4.30,3.90,3.70,4.20,3.88,3.68,-0.20,No,No,
CAND-2026-3474,Synthetic Candidate 3474,Female,Focal Group,REQ-2026-SCM-G2,2026-02-16,Employee Referral,Interview Complete,Composite below requisition threshold,3.40,3.80,3.30,3.60,3.70,3.50,3.20,-0.30,No,No,
CAND-2026-3475,Synthetic Candidate 3475,Female,Focal Group,REQ-2026-SCM-G2,2026-02-10,LinkedIn Recruiter,Interview Complete,Composite below requisition threshold,4.10,3.30,3.80,3.78,3.20,3.67,4.17,0.50,No,No,
CAND-2026-3476,Synthetic Candidate 3476,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-3477,Synthetic Candidate 3477,Male,Reference Group,REQ-2026-SCM-G2,2026-02-11,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-3478,Synthetic Candidate 3478,Male,Reference Group,REQ-2026-SCM-G2,2026-02-05,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-3479,Synthetic Candidate 3479,Female,Focal Group,REQ-2026-SCM-G2,2026-02-12,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-3480,Synthetic Candidate 3480,Female,Focal Group,REQ-2026-SCM-G2,2026-02-06,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-3481,Synthetic Candidate 3481,Male,Reference Group,REQ-2026-SCM-G2,2026-02-13,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-3482,Synthetic Candidate 3482,Male,Reference Group,REQ-2026-SCM-G2,2026-02-07,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-3483,Synthetic Candidate 3483,Male,Reference Group,REQ-2026-SCM-G2,2026-02-14,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-3484,Synthetic Candidate 3484,Female,Focal Group,REQ-2026-SCM-G2,2026-02-08,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-3485,Synthetic Candidate 3485,Female,Focal Group,REQ-2026-SCM-G2,2026-02-15,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-3486,Synthetic Candidate 3486,Male,Reference Group,REQ-2026-SCM-G2,2026-02-09,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-3487,Synthetic Candidate 3487,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-3488,Synthetic Candidate 3488,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-3489,Synthetic Candidate 3489,Female,Focal Group,REQ-2026-SCM-G2,2026-02-17,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-3490,Synthetic Candidate 3490,Female,Focal Group,REQ-2026-SCM-G2,2026-02-11,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-3491,Synthetic Candidate 3491,Male,Reference Group,REQ-2026-SCM-G2,2026-02-05,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-3492,Synthetic Candidate 3492,Male,Reference Group,REQ-2026-SCM-G2,2026-02-12,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-3493,Synthetic Candidate 3493,Male,Reference Group,REQ-2026-SCM-G2,2026-02-06,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-3494,Synthetic Candidate 3494,Female,Focal Group,REQ-2026-SCM-G2,2026-02-13,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-3495,Synthetic Candidate 3495,Female,Focal Group,REQ-2026-SCM-G2,2026-02-07,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-3496,Synthetic Candidate 3496,Male,Reference Group,REQ-2026-SCM-G2,2026-02-14,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-3497,Synthetic Candidate 3497,Male,Reference Group,REQ-2026-SCM-G2,2026-02-08,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-3498,Synthetic Candidate 3498,Male,Reference Group,REQ-2026-SCM-G2,2026-02-15,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-3499,Synthetic Candidate 3499,Female,Focal Group,REQ-2026-SCM-G2,2026-02-09,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-3500,Synthetic Candidate 3500,Female,Focal Group,REQ-2026-SCM-G2,2026-02-16,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-3501,Synthetic Candidate 3501,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-3502,Synthetic Candidate 3502,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-3503,Synthetic Candidate 3503,Male,Reference Group,REQ-2026-SCM-G2,2026-02-11,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-3504,Synthetic Candidate 3504,Female,Focal Group,REQ-2026-SCM-G2,2026-02-05,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-3505,Synthetic Candidate 3505,Female,Focal Group,REQ-2026-SCM-G2,2026-02-12,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-3506,Synthetic Candidate 3506,Male,Reference Group,REQ-2026-SCM-G2,2026-02-06,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-3507,Synthetic Candidate 3507,Male,Reference Group,REQ-2026-SCM-G2,2026-02-13,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-3508,Synthetic Candidate 3508,Male,Reference Group,REQ-2026-SCM-G2,2026-02-07,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-3509,Synthetic Candidate 3509,Female,Focal Group,REQ-2026-SCM-G2,2026-02-14,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-3510,Synthetic Candidate 3510,Female,Focal Group,REQ-2026-SCM-G2,2026-02-08,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-3511,Synthetic Candidate 3511,Male,Reference Group,REQ-2026-SCM-G2,2026-02-15,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-3512,Synthetic Candidate 3512,Male,Reference Group,REQ-2026-SCM-G2,2026-02-09,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-3513,Synthetic Candidate 3513,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-3514,Synthetic Candidate 3514,Female,Focal Group,REQ-2026-SCM-G2,2026-02-10,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-3515,Synthetic Candidate 3515,Female,Focal Group,REQ-2026-SCM-G2,2026-02-17,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-3516,Synthetic Candidate 3516,Male,Reference Group,REQ-2026-SCM-G2,2026-02-11,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-3517,Synthetic Candidate 3517,Male,Reference Group,REQ-2026-SCM-G2,2026-02-05,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-3518,Synthetic Candidate 3518,Male,Reference Group,REQ-2026-SCM-G2,2026-02-12,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-3519,Synthetic Candidate 3519,Female,Focal Group,REQ-2026-SCM-G2,2026-02-06,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-3520,Synthetic Candidate 3520,Female,Focal Group,REQ-2026-SCM-G2,2026-02-13,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-3521,Synthetic Candidate 3521,Male,Reference Group,REQ-2026-SCM-G2,2026-02-07,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-3522,Synthetic Candidate 3522,Male,Reference Group,REQ-2026-SCM-G2,2026-02-14,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-3523,Synthetic Candidate 3523,Male,Reference Group,REQ-2026-SCM-G2,2026-02-08,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-3524,Synthetic Candidate 3524,Female,Focal Group,REQ-2026-SCM-G2,2026-02-15,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-3525,Synthetic Candidate 3525,Female,Focal Group,REQ-2026-SCM-G2,2026-02-09,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-3526,Synthetic Candidate 3526,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-3527,Synthetic Candidate 3527,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-3528,Synthetic Candidate 3528,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-3529,Synthetic Candidate 3529,Female,Focal Group,REQ-2026-SCM-G2,2026-02-11,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-3530,Synthetic Candidate 3530,Female,Focal Group,REQ-2026-SCM-G2,2026-02-05,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-3531,Synthetic Candidate 3531,Male,Reference Group,REQ-2026-SCM-G2,2026-02-12,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-3532,Synthetic Candidate 3532,Male,Reference Group,REQ-2026-SCM-G2,2026-02-06,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-3533,Synthetic Candidate 3533,Male,Reference Group,REQ-2026-SCM-G2,2026-02-13,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-3534,Synthetic Candidate 3534,Female,Focal Group,REQ-2026-SCM-G2,2026-02-07,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-3535,Synthetic Candidate 3535,Female,Focal Group,REQ-2026-SCM-G2,2026-02-14,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-3536,Synthetic Candidate 3536,Male,Reference Group,REQ-2026-SCM-G2,2026-02-08,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-3537,Synthetic Candidate 3537,Male,Reference Group,REQ-2026-SCM-G2,2026-02-15,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-3538,Synthetic Candidate 3538,Male,Reference Group,REQ-2026-SCM-G2,2026-02-09,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-3539,Synthetic Candidate 3539,Female,Focal Group,REQ-2026-SCM-G2,2026-02-16,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-3540,Synthetic Candidate 3540,Female,Focal Group,REQ-2026-SCM-G2,2026-02-10,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-3541,Synthetic Candidate 3541,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-3542,Synthetic Candidate 3542,Male,Reference Group,REQ-2026-SCM-G2,2026-02-11,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-3543,Synthetic Candidate 3543,Male,Reference Group,REQ-2026-SCM-G2,2026-02-05,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-3544,Synthetic Candidate 3544,Female,Focal Group,REQ-2026-SCM-G2,2026-02-12,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-3545,Synthetic Candidate 3545,Female,Focal Group,REQ-2026-SCM-G2,2026-02-06,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-3546,Synthetic Candidate 3546,Male,Reference Group,REQ-2026-SCM-G2,2026-02-13,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-3547,Synthetic Candidate 3547,Male,Reference Group,REQ-2026-SCM-G2,2026-02-07,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-3548,Synthetic Candidate 3548,Male,Reference Group,REQ-2026-SCM-G2,2026-02-14,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-3549,Synthetic Candidate 3549,Female,Focal Group,REQ-2026-SCM-G2,2026-02-08,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-3550,Synthetic Candidate 3550,Female,Focal Group,REQ-2026-SCM-G2,2026-02-15,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-3551,Synthetic Candidate 3551,Male,Reference Group,REQ-2026-SCM-G2,2026-02-09,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-3552,Synthetic Candidate 3552,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-3553,Synthetic Candidate 3553,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-3554,Synthetic Candidate 3554,Female,Focal Group,REQ-2026-SCM-G2,2026-02-17,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-3555,Synthetic Candidate 3555,Female,Focal Group,REQ-2026-SCM-G2,2026-02-11,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-3556,Synthetic Candidate 3556,Male,Reference Group,REQ-2026-SCM-G2,2026-02-05,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-3557,Synthetic Candidate 3557,Male,Reference Group,REQ-2026-SCM-G2,2026-02-12,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-3558,Synthetic Candidate 3558,Male,Reference Group,REQ-2026-SCM-G2,2026-02-06,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-3559,Synthetic Candidate 3559,Female,Focal Group,REQ-2026-SCM-G2,2026-02-13,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-3560,Synthetic Candidate 3560,Female,Focal Group,REQ-2026-SCM-G2,2026-02-07,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-3561,Synthetic Candidate 3561,Male,Reference Group,REQ-2026-SCM-G2,2026-02-14,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-3562,Synthetic Candidate 3562,Male,Reference Group,REQ-2026-SCM-G2,2026-02-08,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-3563,Synthetic Candidate 3563,Male,Reference Group,REQ-2026-SCM-G2,2026-02-15,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-3564,Synthetic Candidate 3564,Female,Focal Group,REQ-2026-SCM-G2,2026-02-09,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-3565,Synthetic Candidate 3565,Female,Focal Group,REQ-2026-SCM-G2,2026-02-16,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-3566,Synthetic Candidate 3566,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-3567,Synthetic Candidate 3567,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-3568,Synthetic Candidate 3568,Male,Reference Group,REQ-2026-SCM-G2,2026-02-11,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-3569,Synthetic Candidate 3569,Female,Focal Group,REQ-2026-SCM-G2,2026-02-05,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-3570,Synthetic Candidate 3570,Female,Focal Group,REQ-2026-SCM-G2,2026-02-12,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-3571,Synthetic Candidate 3571,Male,Reference Group,REQ-2026-SCM-G2,2026-02-06,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-3572,Synthetic Candidate 3572,Male,Reference Group,REQ-2026-SCM-G2,2026-02-13,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-3573,Synthetic Candidate 3573,Male,Reference Group,REQ-2026-SCM-G2,2026-02-07,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-3574,Synthetic Candidate 3574,Female,Focal Group,REQ-2026-SCM-G2,2026-02-14,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-3575,Synthetic Candidate 3575,Female,Focal Group,REQ-2026-SCM-G2,2026-02-08,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-3576,Synthetic Candidate 3576,Male,Reference Group,REQ-2026-SCM-G2,2026-02-15,Skills Academy,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-3577,Synthetic Candidate 3577,Male,Reference Group,REQ-2026-SCM-G2,2026-02-09,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-3578,Synthetic Candidate 3578,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-3579,Synthetic Candidate 3579,Female,Focal Group,REQ-2026-SCM-G2,2026-02-10,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-3580,Synthetic Candidate 3580,Female,Focal Group,REQ-2026-SCM-G2,2026-02-17,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-3581,Synthetic Candidate 3581,Male,Reference Group,REQ-2026-SCM-G2,2026-02-11,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-3582,Synthetic Candidate 3582,Male,Reference Group,REQ-2026-SCM-G2,2026-02-05,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-3583,Synthetic Candidate 3583,Male,Reference Group,REQ-2026-SCM-G2,2026-02-12,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
CAND-2026-3584,Synthetic Candidate 3584,Female,Focal Group,REQ-2026-SCM-G2,2026-02-06,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.00,,,,,,,,No,No,
CAND-2026-3585,Synthetic Candidate 3585,Female,Focal Group,REQ-2026-SCM-G2,2026-02-13,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.50,,,,,,,,No,No,
CAND-2026-3586,Synthetic Candidate 3586,Male,Reference Group,REQ-2026-SCM-G2,2026-02-07,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-3587,Synthetic Candidate 3587,Male,Reference Group,REQ-2026-SCM-G2,2026-02-14,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
CAND-2026-3588,Synthetic Candidate 3588,Male,Reference Group,REQ-2026-SCM-G2,2026-02-08,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,2.20,,,,,,,,No,No,
CAND-2026-3589,Synthetic Candidate 3589,Female,Focal Group,REQ-2026-SCM-G2,2026-02-15,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-3590,Synthetic Candidate 3590,Female,Focal Group,REQ-2026-SCM-G2,2026-02-09,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.40,,,,,,,,No,No,
CAND-2026-3591,Synthetic Candidate 3591,Male,Reference Group,REQ-2026-SCM-G2,2026-02-16,Skills Academy,Application Review,Automated job-related knockout criteria not met,3.10,,,,,,,,No,No,
CAND-2026-3592,Synthetic Candidate 3592,Male,Reference Group,REQ-2026-SCM-G2,2026-02-10,Direct Career Portal,Application Review,Automated job-related knockout criteria not met,2.60,,,,,,,,No,No,
CAND-2026-3593,Synthetic Candidate 3593,Male,Reference Group,REQ-2026-SCM-G2,2026-02-17,Regional Hiring Drive,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-3594,Synthetic Candidate 3594,Female,Focal Group,REQ-2026-SCM-G2,2026-02-11,Employee Referral,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-3595,Synthetic Candidate 3595,Female,Focal Group,REQ-2026-SCM-G2,2026-02-05,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.30,,,,,,,,No,No,
