Employee_ID,Department,Job_Family,Job_Level,Location,Gender,Workforce_Category,Employment_Type,Hire_Date,Exit_Date,Employment_Status,Monthly_Salary_AED,Band_Mid_AED,Compa_Ratio,Performance_Rating,Engagement_Score,Training_Hours_YTD,Absence_Days_YTD,Critical_Role,Regrettable_Exit
UAE-SYN-0554,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2025-06-20,2025-10-26,Exited,9400,10500,0.895,3,83,27,9,No,No
UAE-SYN-0555,People & Culture,People & Culture,L2,Dubai,Woman,International,Fixed-term,2026-01-17,,Active,11600,13000,0.892,5,64,19,10,No,
UAE-SYN-0556,Customer Experience,Customer Experience,L1,Dubai,Man,International,Permanent,2016-03-07,,Active,6900,6800,1.015,4,69,20,3,No,
UAE-SYN-0557,Finance,Finance,L2,Dubai,Man,UAE National,Permanent,2019-03-18,2025-03-29,Exited,14400,14300,1.007,4,71,41,10,No,Yes
UAE-SYN-0558,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2017-01-23,,Active,11600,10500,1.105,2,69,31,4,No,
UAE-SYN-0559,Customer Experience,Customer Experience,L1,Abu Dhabi,Man,International,Permanent,2019-08-10,,Active,6000,6800,0.882,4,77,40,3,No,
UAE-SYN-0560,Operations,Operations,L1,Abu Dhabi,Man,UAE National,Permanent,2017-10-04,,Active,7200,7200,1.0,3,80,32,6,No,
UAE-SYN-0561,Operations,Operations,L2,Abu Dhabi,Man,International,Permanent,2022-05-26,,Active,11000,11200,0.982,3,84,4,11,Yes,
UAE-SYN-0562,Technology,Technology,L2,Dubai,Woman,International,Permanent,2018-08-09,,Active,17700,17800,0.994,3,82,27,10,No,
UAE-SYN-0563,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2022-05-27,,Active,9100,8400,1.083,4,75,29,5,No,
UAE-SYN-0564,Technology,Technology,L2,Abu Dhabi,Man,UAE National,Permanent,2018-06-09,,Active,19600,17800,1.101,4,90,18,4,No,
UAE-SYN-0565,Sales,Commercial,L1,Dubai,Woman,UAE National,Permanent,2023-09-06,,Active,8500,8200,1.037,4,94,22,4,No,
UAE-SYN-0566,Sales,Commercial,L1,Abu Dhabi,Man,International,Permanent,2024-01-25,,Active,7900,8200,0.963,4,87,40,10,No,
UAE-SYN-0567,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2021-12-28,2026-07-14,Exited,7600,7200,1.056,3,81,5,9,Yes,Yes
UAE-SYN-0568,Finance,Finance,L2,Dubai,Woman,International,Fixed-term,2017-01-12,,Active,16000,14300,1.119,4,73,65,4,No,
UAE-SYN-0569,Customer Experience,Customer Experience,L1,Dubai,Man,International,Permanent,2021-07-15,,Active,6500,6800,0.956,3,68,41,8,No,
UAE-SYN-0570,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2024-05-26,2025-09-26,Exited,8100,8400,0.964,4,92,30,7,No,Yes
UAE-SYN-0571,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2025-10-09,,Active,10200,10500,0.971,3,71,38,4,No,
UAE-SYN-0572,Technology,Technology,L3,Abu Dhabi,Man,UAE National,Permanent,2024-08-02,,Active,27400,27000,1.015,4,87,16,6,No,
UAE-SYN-0573,Operations,Operations,L2,Abu Dhabi,Woman,UAE National,Permanent,2018-07-28,,Active,12200,11200,1.089,5,89,0,5,Yes,
UAE-SYN-0574,Customer Experience,Customer Experience,L1,Sharjah,Woman,International,Permanent,2019-06-18,,Active,7600,6800,1.118,4,55,20,4,No,
UAE-SYN-0575,Operations,Operations,L1,Sharjah,Woman,International,Fixed-term,2019-11-17,,Active,7200,7200,1.0,4,88,14,4,No,
UAE-SYN-0576,Operations,Operations,L2,Dubai,Woman,International,Permanent,2024-11-06,,Active,10600,11200,0.946,3,73,21,11,No,
UAE-SYN-0577,Customer Experience,Customer Experience,L2,Sharjah,Woman,International,Fixed-term,2022-06-20,,Active,10200,10500,0.971,2,72,35,4,No,
UAE-SYN-0578,Technology,Technology,L2,Sharjah,Woman,International,Permanent,2023-11-09,,Active,17000,17800,0.955,3,96,33,6,No,
UAE-SYN-0579,Sales,Commercial,L2,Dubai,Woman,International,Fixed-term,2025-11-27,,Active,12500,12700,0.984,4,68,30,8,No,
UAE-SYN-0580,Technology,Technology,L1,Abu Dhabi,Woman,International,Permanent,2021-02-08,,Active,11600,11500,1.009,4,59,7,3,No,
UAE-SYN-0581,Customer Experience,Customer Experience,L3,Dubai,Man,International,Permanent,2019-02-03,2025-09-09,Exited,16200,16000,1.012,4,67,2,4,No,Yes
UAE-SYN-0582,Operations,Operations,L2,Dubai,Woman,International,Permanent,2022-06-24,,Active,10900,11200,0.973,4,87,26,3,Yes,
UAE-SYN-0583,Technology,Technology,L3,Abu Dhabi,Woman,International,Permanent,2025-12-19,,Active,28200,27000,1.044,4,70,44,8,No,
UAE-SYN-0584,Technology,Technology,L1,Dubai,Woman,UAE National,Fixed-term,2021-04-03,,Active,12100,11500,1.052,3,85,28,2,No,
UAE-SYN-0585,Sales,Commercial,L1,Abu Dhabi,Man,International,Permanent,2019-09-08,,Active,8200,8200,1.0,2,85,32,5,Yes,
UAE-SYN-0586,Customer Experience,Customer Experience,L1,Abu Dhabi,Man,UAE National,Permanent,2023-10-13,,Active,6400,6800,0.941,4,85,16,9,No,
UAE-SYN-0587,Customer Experience,Customer Experience,L2,Abu Dhabi,Woman,International,Permanent,2025-06-21,,Active,10600,10500,1.01,3,82,23,7,No,
UAE-SYN-0588,Customer Experience,Customer Experience,L1,Dubai,Woman,International,Permanent,2019-06-26,2024-12-15,Exited,6300,6800,0.926,3,77,44,3,No,No
UAE-SYN-0589,Operations,Operations,L2,Dubai,Man,International,Permanent,2021-01-25,,Active,9900,11200,0.884,3,87,5,6,No,
UAE-SYN-0590,Operations,Operations,L1,Dubai,Man,International,Permanent,2017-03-19,,Active,8400,7200,1.167,3,82,16,10,No,
UAE-SYN-0591,People & Culture,People & Culture,L1,Dubai,Man,UAE National,Permanent,2018-10-19,,Active,8200,8400,0.976,4,62,26,4,No,
UAE-SYN-0592,Customer Experience,Customer Experience,L3,Abu Dhabi,Woman,International,Permanent,2026-03-26,,Active,15200,16000,0.95,3,69,17,4,No,
UAE-SYN-0593,Sales,Commercial,L1,Dubai,Man,International,Permanent,2018-03-18,,Active,7600,8200,0.927,2,88,29,11,No,
UAE-SYN-0594,People & Culture,People & Culture,L1,Sharjah,Man,International,Permanent,2024-06-12,,Active,7400,8400,0.881,3,96,17,5,No,
UAE-SYN-0595,Customer Experience,Customer Experience,L4,Dubai,Woman,UAE National,Permanent,2024-11-13,,Active,22500,24100,0.934,2,69,35,1,No,
UAE-SYN-0596,Operations,Operations,L1,Dubai,Woman,UAE National,Fixed-term,2018-02-01,,Active,8000,7200,1.111,4,76,21,4,Yes,
UAE-SYN-0597,Operations,Operations,L4,Dubai,Woman,UAE National,Permanent,2024-10-03,,Active,26300,25600,1.027,3,77,29,7,Yes,
UAE-SYN-0598,Technology,Technology,L1,Dubai,Man,International,Permanent,2022-07-30,,Active,11900,11500,1.035,4,82,18,3,No,
UAE-SYN-0599,Technology,Technology,L2,Dubai,Woman,International,Permanent,2025-08-18,,Active,18400,17800,1.034,3,64,10,6,No,
UAE-SYN-0600,Sales,Commercial,L2,Dubai,Man,International,Permanent,2022-07-22,,Active,11700,12700,0.921,4,55,51,2,No,
UAE-SYN-0601,Operations,Operations,L3,Dubai,Man,International,Permanent,2016-09-20,,Active,14800,16900,0.876,3,61,25,9,No,
UAE-SYN-0602,Customer Experience,Customer Experience,L3,Dubai,Man,International,Permanent,2020-11-18,,Active,13500,16000,0.844,3,89,17,15,Yes,
UAE-SYN-0603,Technology,Technology,L2,Abu Dhabi,Man,International,Permanent,2018-05-22,,Active,17300,17800,0.972,3,77,32,2,No,
UAE-SYN-0604,Customer Experience,Customer Experience,L1,Dubai,Man,International,Permanent,2025-09-18,,Active,6800,6800,1.0,3,63,48,4,No,
UAE-SYN-0605,People & Culture,People & Culture,L1,Abu Dhabi,Woman,UAE National,Permanent,2024-05-06,,Active,7900,8400,0.94,2,66,17,6,No,
UAE-SYN-0606,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2021-10-14,,Active,12100,12700,0.953,3,69,35,1,No,
UAE-SYN-0607,Finance,Finance,L1,Dubai,Woman,International,Permanent,2016-08-30,,Active,10500,9200,1.141,3,71,37,13,Yes,
UAE-SYN-0608,Technology,Technology,L2,Abu Dhabi,Man,International,Permanent,2017-01-07,,Active,18300,17800,1.028,4,82,31,10,No,
UAE-SYN-0609,Technology,Technology,L1,Abu Dhabi,Man,International,Fixed-term,2026-06-06,,Active,10500,11500,0.913,4,66,20,2,No,
UAE-SYN-0610,Operations,Operations,L1,Dubai,Woman,International,Permanent,2020-06-23,,Active,6600,7200,0.917,3,62,34,11,No,
UAE-SYN-0611,Operations,Operations,L3,Abu Dhabi,Woman,International,Fixed-term,2026-05-26,,Active,17400,16900,1.03,4,65,41,8,Yes,
UAE-SYN-0612,Operations,Operations,L1,Dubai,Woman,International,Permanent,2021-12-20,2025-05-11,Exited,7000,7200,0.972,3,72,17,7,No,No
UAE-SYN-0613,Operations,Operations,L1,Dubai,Man,UAE National,Permanent,2019-04-11,,Active,6800,7200,0.944,3,76,24,9,No,
UAE-SYN-0614,People & Culture,People & Culture,L4,Sharjah,Woman,UAE National,Permanent,2024-09-18,2025-02-08,Exited,28600,29800,0.96,2,66,5,7,No,No
UAE-SYN-0615,People & Culture,People & Culture,L1,Sharjah,Woman,International,Permanent,2021-06-17,,Active,7500,8400,0.893,5,76,33,3,Yes,
UAE-SYN-0616,People & Culture,People & Culture,L1,Dubai,Man,International,Permanent,2018-07-31,2025-03-03,Exited,8000,8400,0.952,3,82,15,8,No,No
UAE-SYN-0617,Customer Experience,Customer Experience,L1,Dubai,Woman,UAE National,Permanent,2026-01-16,,Active,7000,6800,1.029,3,86,34,2,No,
UAE-SYN-0618,Operations,Operations,L1,Dubai,Man,International,Permanent,2021-01-18,2025-10-22,Exited,7600,7200,1.056,4,87,10,11,No,Yes
UAE-SYN-0619,Operations,Operations,L2,Dubai,Man,International,Permanent,2019-05-26,,Active,12700,11200,1.134,4,81,7,7,No,
UAE-SYN-0620,Sales,Commercial,L1,Abu Dhabi,Man,UAE National,Permanent,2019-11-30,,Active,7300,8200,0.89,3,75,6,4,No,
UAE-SYN-0621,Finance,Finance,L2,Dubai,Woman,International,Fixed-term,2017-08-20,,Active,14600,14300,1.021,4,87,0,7,No,
UAE-SYN-0622,Technology,Technology,L4,Dubai,Woman,International,Permanent,2026-04-11,,Active,44600,40800,1.093,3,57,34,9,No,
UAE-SYN-0623,Technology,Technology,L1,Abu Dhabi,Man,International,Permanent,2020-10-29,,Active,11000,11500,0.957,4,66,38,9,No,
UAE-SYN-0624,Customer Experience,Customer Experience,L3,Dubai,Woman,International,Permanent,2022-02-18,,Active,16700,16000,1.044,3,89,39,9,No,
UAE-SYN-0625,Finance,Finance,L2,Dubai,Man,International,Permanent,2021-11-20,,Active,14100,14300,0.986,4,72,3,2,Yes,
UAE-SYN-0626,Operations,Operations,L1,Dubai,Woman,International,Permanent,2026-05-17,,Active,7100,7200,0.986,3,73,29,8,No,
UAE-SYN-0627,Customer Experience,Customer Experience,L1,Dubai,Woman,International,Permanent,2021-08-19,,Active,7300,6800,1.074,3,48,12,13,Yes,
UAE-SYN-0628,Finance,Finance,L2,Dubai,Man,UAE National,Permanent,2026-03-21,,Active,12200,14300,0.853,4,78,23,9,No,
UAE-SYN-0629,Technology,Technology,L1,Dubai,Woman,UAE National,Permanent,2021-05-11,,Active,12700,11500,1.104,3,76,25,2,No,
UAE-SYN-0630,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2022-05-11,,Active,8200,8200,1.0,4,68,19,5,No,
UAE-SYN-0631,Technology,Technology,L1,Abu Dhabi,Woman,International,Permanent,2019-07-15,,Active,11900,11500,1.035,4,82,42,8,No,
UAE-SYN-0632,Finance,Finance,L3,Sharjah,Man,International,Permanent,2018-06-03,,Active,21000,21600,0.972,4,72,51,1,No,
UAE-SYN-0633,Sales,Commercial,L1,Dubai,Man,International,Fixed-term,2018-04-23,2025-03-30,Exited,7500,8200,0.915,3,83,29,11,No,No
UAE-SYN-0634,Sales,Commercial,L1,Dubai,Man,International,Permanent,2018-12-29,2024-08-15,Exited,8700,8200,1.061,3,79,46,6,No,No
UAE-SYN-0635,People & Culture,People & Culture,L2,Dubai,Woman,International,Permanent,2021-03-17,,Active,12000,13000,0.923,2,83,42,7,No,
UAE-SYN-0636,Sales,Commercial,L1,Dubai,Man,International,Permanent,2016-02-02,,Active,9000,8200,1.098,4,91,21,9,No,
UAE-SYN-0637,Customer Experience,Customer Experience,L1,Dubai,Man,International,Permanent,2022-10-05,,Active,6000,6800,0.882,4,59,5,4,No,
UAE-SYN-0638,Operations,Operations,L2,Dubai,Man,International,Permanent,2026-04-07,,Active,9900,11200,0.884,3,69,20,4,Yes,
UAE-SYN-0639,People & Culture,People & Culture,L3,Abu Dhabi,Man,International,Fixed-term,2026-05-27,,Active,17300,19700,0.878,3,64,48,4,No,
UAE-SYN-0640,Sales,Commercial,L1,Abu Dhabi,Woman,International,Permanent,2020-11-01,,Active,7700,8200,0.939,4,64,11,9,No,
UAE-SYN-0641,Operations,Operations,L2,Abu Dhabi,Man,UAE National,Permanent,2025-11-10,2026-05-30,Exited,11300,11200,1.009,4,68,11,6,No,Yes
UAE-SYN-0642,Technology,Technology,L2,Abu Dhabi,Man,International,Permanent,2017-09-12,,Active,17500,17800,0.983,2,86,13,8,No,
UAE-SYN-0643,Finance,Finance,L3,Dubai,Woman,International,Permanent,2024-09-21,,Active,21200,21600,0.981,3,75,46,6,No,
UAE-SYN-0644,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2025-09-19,,Active,7000,8400,0.833,4,80,0,8,No,
UAE-SYN-0645,Technology,Technology,L1,Dubai,Man,International,Permanent,2021-02-24,,Active,11300,11500,0.983,2,71,33,6,No,
UAE-SYN-0646,People & Culture,People & Culture,L1,Dubai,Woman,International,Permanent,2017-08-31,2025-08-30,Exited,8100,8400,0.964,3,66,27,5,No,No
UAE-SYN-0647,Operations,Operations,L2,Abu Dhabi,Woman,International,Permanent,2021-04-27,,Active,10900,11200,0.973,3,45,44,10,No,
UAE-SYN-0648,Finance,Finance,L1,Dubai,Woman,UAE National,Permanent,2019-12-30,,Active,9100,9200,0.989,3,80,21,7,No,
UAE-SYN-0649,Sales,Commercial,L1,Sharjah,Woman,International,Permanent,2023-06-25,,Active,9200,8200,1.122,3,75,45,5,No,
UAE-SYN-0650,Finance,Finance,L4,Dubai,Woman,International,Permanent,2016-08-31,,Active,33700,32700,1.031,2,71,43,10,Yes,
